id,name,category,province,district,description,best_time_to_visit,entry_fee,duration,activities/0,activities/1,activities/2,nearby_attractions/0,nearby_attractions/1,nearby_attractions/2,coordinates/lat,coordinates/lon,activities/3,nearby_attractions/3
dest_125,Panduwasnuwara,Historical & Archaeological,North Western Province,Kurunegala,Ancient kingdom ruins with moat and palace remains. 12th century capital. Well-preserved citadel and tank system.,Year-round,LKR 300,2 hours,ruins exploration,historical learning,photography,Dambadeniya,Yapahuwa,Kurunegala,7.6833,80.1167,moat viewing,
dest_126,Chilaw,Coastal & Religious,North Western Province,Puttalam,Coastal town famous for Munneswaram Temple and lagoon. Fishing industry center. Gateway to Kalpitiya.,Year-round,Free (town),1 day,temple visits,lagoon tours,fish market visits,Munneswaram Temple,Chilaw Lagoon,Marawila Beach,7.5756,79.7953,beach walks,
dest_127,Munneswaram Temple,Religious & Cultural,North Western Province,Puttalam,Ancient Hindu temple complex with five temples. Important pilgrimage site. Associated with Ramayana legend. Annual festivals.,"Year-round, festival times special",Free (donations accepted),1-2 hours,temple visits,religious rituals,cultural exploration,Chilaw,Marawila,Puttalam,7.5872,79.7883,festival participation,
dest_128,Anamaduwa,Rural & Agricultural,North Western Province,Puttalam,Agricultural town known for pottery and traditional crafts. Ancient reservoirs and rural village experience.,Year-round,Free,Half day,pottery workshops,village tours,craft shopping,Wilpattu entrance,Puttalam,Kalpitiya,8.0333,79.9,reservoir visits,
dest_129,Ratnapura Gem Mines,Mining & Cultural,Sabaragamuwa Province,Ratnapura,"Gem mining capital of Sri Lanka. Visit working gem pits, museums, and trading centers. Famous for sapphires and rubies.","Year-round, dry season better for mines",Tour charges vary,Half day,gem mine tours,museum visits,gem shopping,Ratnapura town,Sinharaja,Adam's Peak,6.6828,80.4,mining observation,
dest_130,Maha Saman Devalaya,Religious & Cultural,Sabaragamuwa Province,Ratnapura,Important Buddhist-Hindu temple dedicated to deity Saman. Gateway to Adam's Peak pilgrimage. Annual Esala Perahera festival.,"Year-round, festival season special",Free (donations accepted),1-2 hours,temple visits,religious ceremonies,festival participation,Ratnapura,Adam's Peak,Gem Museum,6.6833,80.4,cultural learning,
dest_131,Bopath Ella Falls,Waterfalls & Nature,Sabaragamuwa Province,Ratnapura,Waterfall shaped like Bo leaf (sacred fig). 30 meters high with natural pool. Easy access from road. Legend of cursed treasure.,October to May,Small fee,1 hour,waterfall viewing,photography,picnicking,Ratnapura,Kuruwita,Palabaddala,6.7333,80.3833,swimming,
dest_132,Kegalle Town,Urban & Transit Hub,Sabaragamuwa Province,Kegalle,District capital on Colombo-Kandy highway. Gateway to Pinnawala Elephant Orphanage. Rubber and coconut plantation center.,Year-round,Free (town),Half day,city exploration,market visits,local dining,Pinnawala,Ambuluwawa,Belilena Cave,7.2528,80.3464,transit stop,
dest_133,Aranayake,Rural & Nature,Sabaragamuwa Province,Kegalle,Hill country town with tea estates and spice gardens. Base for Dediyagala rock climb. Cool climate and scenic landscapes.,Year-round,Free (town),1 day,tea estate visits,spice garden tours,hiking,Dediyagala,Ambuluwawa,Kegalle,7.1833,80.5,rural exploration,
dest_134,Monaragala,Rural & Gateway,Uva Province,Monaragala,District capital and gateway to eastern national parks. Agricultural center with ancient Buddhist sites. Peaceful rural town.,Year-round,Free (town),Half day,town exploration,market visits,temple tours,Buduruwagala,Yala,Gal Oya,6.8728,81.3506,local dining,
dest_135,Wellawaya,Transit & Rural,Uva Province,Monaragala,Junction town connecting hill country to southern plains. Base for visiting Buduruwagala. Rice farming area.,Year-round,Free (town),Half day,town visits,local market,paddy field viewing,Buduruwagala,Diyaluma Falls,Ella,6.7333,81.1,rest stop,
dest_136,Badulla Town,Urban & Transit,Uva Province,Badulla,District capital and end of scenic train line from Colombo. Historic town with temples and colonial buildings. Hill country commercial center.,Year-round,Free (town),1 day,town exploration,temple visits,train station viewing,Dunhinda Falls,Bogoda Bridge,Muthiyangana Temple,6.9934,81.055,shopping,
dest_137,Muthiyangana Raja Maha Vihara,Religious & Historical,Uva Province,Badulla,Ancient Buddhist temple believed visited by Buddha. Important pilgrimage site in Badulla. Annual Esala Perahera festival.,Year-round,Free (donations accepted),1-2 hours,temple visits,religious ceremonies,cultural exploration,Badulla town,Dunhinda Falls,Dhowa Temple,6.9883,81.0533,meditation,
dest_138,Bandarawela,Hill Country Town,Uva Province,Badulla,Charming hill station with cool climate and colonial architecture. Tea estates and scenic railway. Slower pace than Ella or Nuwara Eliya.,Year-round,Free (town),1-2 days,town walks,tea estate visits,colonial architecture viewing,Dowa Temple,Ella,Haputale,6.8286,80.9861,hiking,
dest_139,Haputale,Hill Country & Tea,Uva Province,Badulla,Small hill town with dramatic escarpment views. Lipton's Seat viewpoint nearby. Tea estate workers' culture and Tamil heritage.,January to March,Free (town),1-2 days,tea estate tours,scenic viewing,train rides,Lipton's Seat,Dambatenne Factory,Adisham Monastery,6.7667,80.9667,hiking,
dest_140,Adisham Monastery,Religious & Colonial,Uva Province,Badulla,"Benedictine monastery in English country house style. Built in 1931, now occupied by monks. Beautiful gardens and architecture.",Weekends and holidays only,LKR 500 for foreigners,1-2 hours,monastery tours,garden walks,architecture viewing,Haputale,Lipton's Seat,Dambatenne,6.7667,80.95,photography,
dest_141,Ampara,Urban & Multicultural,Eastern Province,Ampara,District capital with diverse ethnic community. Agricultural hub for rice cultivation. Gateway to eastern national parks.,Year-round,Free (town),Half day,town exploration,market visits,cultural observation,Gal Oya,Kumana,Arugam Bay,7.2986,81.6719,local dining,
dest_142,Lahugala National Park,Wildlife & Nature,Eastern Province,Ampara,Small national park known for elephant population. Lahugala Tank attracts elephants year-round. Easy wildlife viewing from roadside.,"Year-round, best May to September",USD 15 per person,2-3 hours,elephant watching,wildlife viewing,bird watching,Arugam Bay,Kumana,Pottuvil,6.9167,81.7167,photography,
dest_143,Pottuvil,Coastal & Surfing,Eastern Province,Ampara,Coastal village near Arugam Bay. Pottuvil Point surf break and lagoon. Ancient Muhudu Maha Vihara temple nearby.,April to October,Free,1-2 days,surfing,lagoon tours,temple visits,Arugam Bay,Pottuvil Lagoon,Kudumbigala Monastery,6.8667,81.8333,beach relaxation,
dest_144,Kudumbigala Monastery,Religious & Hiking,Eastern Province,Ampara,Ancient forest hermitage on rocky outcrop. Panoramic views of surrounding wilderness. Active meditation center with resident monks.,"Year-round, early morning best",Free (donations accepted),2-3 hours,monastery visits,hiking,meditation,Arugam Bay,Panama,Kumana,6.7333,81.8167,wildlife spotting,
dest_145,Panama,Coastal & Remote,Eastern Province,Ampara,Remote fishing village with pristine beaches. Gateway to Kumana National Park. Peaceful atmosphere and beautiful sunrises.,April to September,Free,1-2 days,beach relaxation,fishing village tours,wildlife safaris,Kumana,Arugam Bay,Kudumbigala,6.7833,81.7833,sunrise viewing,
dest_146,Kalkudah Beach,Beaches & Coastal,Eastern Province,Batticaloa,Beautiful beach with calm shallow waters extending far from shore. Sister beach to Pasikuda. Safe swimming and water sports.,April to October,Free,1-2 days,swimming,water sports,beach relaxation,Pasikuda,Batticaloa,Kallady,7.9167,81.5333,snorkeling,
dest_147,Kallady Beach,Beaches & Urban,Eastern Province,Batticaloa,Beach in Batticaloa town with Lady Manning Bridge landmark. Singing fish phenomenon location. Urban beach with facilities.,May to September,Free,Half day,swimming,beach walks,bridge viewing,Batticaloa town,Batticaloa Fort,Pasikuda,7.7167,81.7,sunset watching,
dest_148,Nilaveli Beach,Beaches & Coastal,Eastern Province,Trincomalee,Long stretch of white sand beach with turquoise waters. Gateway to Pigeon Island. Calm conditions ideal for swimming.,May to September,Free,2-4 days,swimming,snorkeling,beach relaxation,Pigeon Island,Trincomalee,Uppuveli,8.6833,81.2,island hopping,
dest_149,Uppuveli Beach,Beaches & Diving,Eastern Province,Trincomalee,Quieter beach near Trincomalee with clear waters. Good for swimming and diving. Dutch Bay Beach nearby.,May to September,Free,1-3 days,swimming,diving,snorkeling,Trincomalee,Nilaveli,Koneswaram Temple,8.6167,81.2167,beach relaxation,
dest_150,Koneswaram Temple,Religious & Historical,Eastern Province,Trincomalee,Ancient Hindu temple on Swami Rock cliff overlooking ocean. One of five Ishwarams of Shiva. Dramatic coastal location with history.,Year-round,Free (donations accepted),1-2 hours,temple visits,religious rituals,cliff views,Trincomalee Harbor,Fort Frederick,Lover's Leap,8.5711,81.2333,history learning,
dest_151,Fort Frederick,Historical & Military,Eastern Province,Trincomalee,Portuguese fort later occupied by Dutch and British. Still active military area. Contains Koneswaram Temple within grounds.,Year-round,Free,1 hour,fort exploration,historical learning,photography,Koneswaram Temple,Trincomalee Harbor,Swami Rock,8.5775,81.2306,military history,
dest_152,Vavuniya,Urban & Transit,Northern Province,Vavuniya,Gateway to Northern Province. Transport hub connecting north to rest of country. Agricultural market town.,Year-round,Free (town),Half day,town exploration,market visits,transit stop,Madhu Church,Vavuniya Tank,Archaeological sites,8.7514,80.4971,local dining,
dest_153,Madhu Church,Religious & Pilgrimage,Northern Province,Mannar,Important Catholic pilgrimage site. Our Lady of Madhu shrine. Peaceful forest setting. Annual feast attracts thousands.,"Year-round, feast in August",Free (donations accepted),2-3 hours,pilgrimage,religious rituals,peaceful reflection,Mannar,Vavuniya,Giant's Tank,8.7917,80.1667,church visits,
dest_154,Kilinochchi,Urban & Historical,Northern Province,Kilinochchi,District capital rebuilding after civil war. Historical significance. War memorials and new development.,Year-round,Free (town),Half day,town exploration,war history learning,memorial visits,Mullaitivu,Jaffna,War memorials,9.3964,80.3978,reconstruction observation,
